# Interactor 1 uniprot id	Interactor 1 Ensembl gene id	Interactor 1 Entrez Gene id	Interactor 2 uniprot id	Interactor 2 Ensembl gene id	Interactor 2 Entrez Gene id	Interaction type	Interaction context	Pubmed references
uniprotkb:Q9Y287	ENSEMBL:ENST00000378549|ENSEMBL:ENST00000647800|ENSEMBL:ENSP00000367811|ENSEMBL:ENSP00000497221|ENSEMBL:ENSG00000136156	-	uniprotkb:Q9Y287	ENSEMBL:ENST00000378549|ENSEMBL:ENST00000647800|ENSEMBL:ENSP00000367811|ENSEMBL:ENSP00000497221|ENSEMBL:ENSG00000136156	-	physical association	reactome:R-HSA-976871	14690516|10391242
uniprotkb:P37840	ENSEMBL:ENSG00000145335|ENSEMBL:ENST00000420646|ENSEMBL:ENST00000673718|ENSEMBL:ENST00000394991|ENSEMBL:ENST00000394989|ENSEMBL:ENST00000336904|ENSEMBL:ENST00000618500|ENSEMBL:ENST00000508895|ENSEMBL:ENST00000345009|ENSEMBL:ENST00000506244|ENSEMBL:ENST00000505199|ENSEMBL:ENST00000394986|ENSEMBL:ENSP00000422238|ENSEMBL:ENSP00000338345|ENSEMBL:ENSP00000343683|ENSEMBL:ENSP00000421485|ENSEMBL:ENSP00000396241|ENSEMBL:ENSP00000378442|ENSEMBL:ENSP00000500990|ENSEMBL:ENSP00000426955|ENSEMBL:ENSP00000378440|ENSEMBL:ENSP00000378437|ENSEMBL:ENSP00000484044	-	uniprotkb:P37840	ENSEMBL:ENSG00000145335|ENSEMBL:ENST00000420646|ENSEMBL:ENST00000673718|ENSEMBL:ENST00000394991|ENSEMBL:ENST00000394989|ENSEMBL:ENST00000336904|ENSEMBL:ENST00000618500|ENSEMBL:ENST00000508895|ENSEMBL:ENST00000345009|ENSEMBL:ENST00000506244|ENSEMBL:ENST00000505199|ENSEMBL:ENST00000394986|ENSEMBL:ENSP00000422238|ENSEMBL:ENSP00000338345|ENSEMBL:ENSP00000343683|ENSEMBL:ENSP00000421485|ENSEMBL:ENSP00000396241|ENSEMBL:ENSP00000378442|ENSEMBL:ENSP00000500990|ENSEMBL:ENSP00000426955|ENSEMBL:ENSP00000378440|ENSEMBL:ENSP00000378437|ENSEMBL:ENSP00000484044	-	physical association	reactome:R-HSA-1247852	24243840
uniprotkb:P0DJI8	ENSEMBL:ENST00000532858|ENSEMBL:ENST00000672712|ENSEMBL:ENST00000405158|ENSEMBL:ENST00000672418|ENSEMBL:ENST00000356524|ENSEMBL:ENST00000672662|ENSEMBL:ENSP00000436866|ENSEMBL:ENSP00000384906|ENSEMBL:ENSP00000500630|ENSEMBL:ENSP00000500639|ENSEMBL:ENSP00000348918|ENSEMBL:ENSP00000500281|ENSEMBL:ENSG00000288411|ENSEMBL:ENSG00000173432	-	uniprotkb:P0DJI8	ENSEMBL:ENST00000532858|ENSEMBL:ENST00000672712|ENSEMBL:ENST00000405158|ENSEMBL:ENST00000672418|ENSEMBL:ENST00000356524|ENSEMBL:ENST00000672662|ENSEMBL:ENSP00000436866|ENSEMBL:ENSP00000384906|ENSEMBL:ENSP00000500630|ENSEMBL:ENSP00000500639|ENSEMBL:ENSP00000348918|ENSEMBL:ENSP00000500281|ENSEMBL:ENSG00000288411|ENSEMBL:ENSG00000173432	-	physical association	reactome:R-HSA-976898	19393650|103558
uniprotkb:P06727	ENSEMBL:ENST00000357780|ENSEMBL:ENSP00000350425|ENSEMBL:ENSG00000110244	-	uniprotkb:P06727	ENSEMBL:ENST00000357780|ENSEMBL:ENSP00000350425|ENSEMBL:ENSG00000110244	-	physical association	reactome:R-HSA-976889	15146166
uniprotkb:P01160	ENSEMBL:ENSG00000175206|ENSEMBL:ENSP00000365663|ENSEMBL:ENST00000376480	-	uniprotkb:P01160	ENSEMBL:ENSG00000175206|ENSEMBL:ENSP00000365663|ENSEMBL:ENST00000376480	-	physical association	reactome:R-HSA-976987	2142465|2945573
uniprotkb:P51572	ENSEMBL:ENSG00000185825|ENSEMBL:ENSP00000343458|ENSEMBL:ENSP00000499882|ENSEMBL:ENSP00000494052|ENSEMBL:ENSP00000392330|ENSEMBL:ENST00000647529|ENSEMBL:ENST00000458587|ENSEMBL:ENST00000672675|ENSEMBL:ENST00000345046	-	uniprotkb:P51572	ENSEMBL:ENSG00000185825|ENSEMBL:ENSP00000343458|ENSEMBL:ENSP00000499882|ENSEMBL:ENSP00000494052|ENSEMBL:ENSP00000392330|ENSEMBL:ENST00000647529|ENSEMBL:ENST00000458587|ENSEMBL:ENST00000672675|ENSEMBL:ENST00000345046	-	physical association	reactome:R-HSA-983323	19342655|14718384|17056546|11163199
uniprotkb:O95999	ENSEMBL:ENST00000648566|ENSEMBL:ENSP00000498104|ENSEMBL:ENSG00000142867	-	uniprotkb:O95999	ENSEMBL:ENST00000648566|ENSEMBL:ENSP00000498104|ENSEMBL:ENSG00000142867	-	physical association	reactome:R-HSA-2685702	24243840
uniprotkb:P05067	ENSEMBL:ENSG00000142192|ENSEMBL:ENST00000346798|ENSEMBL:ENST00000358918|ENSEMBL:ENST00000440126|ENSEMBL:ENST00000354192|ENSEMBL:ENST00000357903|ENSEMBL:ENST00000348990|ENSEMBL:ENSP00000345463|ENSEMBL:ENSP00000387483|ENSEMBL:ENSP00000284981|ENSEMBL:ENSP00000350578|ENSEMBL:ENSP00000351796|ENSEMBL:ENSP00000346129	-	uniprotkb:P05067	ENSEMBL:ENSG00000142192|ENSEMBL:ENST00000346798|ENSEMBL:ENST00000358918|ENSEMBL:ENST00000440126|ENSEMBL:ENST00000354192|ENSEMBL:ENST00000357903|ENSEMBL:ENST00000348990|ENSEMBL:ENSP00000345463|ENSEMBL:ENSP00000387483|ENSEMBL:ENSP00000284981|ENSEMBL:ENSP00000350578|ENSEMBL:ENSP00000351796|ENSEMBL:ENSP00000346129	-	physical association	reactome:R-HSA-976748	24243840
uniprotkb:P05067	ENSEMBL:ENSG00000142192|ENSEMBL:ENST00000346798|ENSEMBL:ENST00000358918|ENSEMBL:ENST00000440126|ENSEMBL:ENST00000354192|ENSEMBL:ENST00000357903|ENSEMBL:ENST00000348990|ENSEMBL:ENSP00000345463|ENSEMBL:ENSP00000387483|ENSEMBL:ENSP00000284981|ENSEMBL:ENSP00000350578|ENSEMBL:ENSP00000351796|ENSEMBL:ENSP00000346129	-	uniprotkb:P05067	ENSEMBL:ENSG00000142192|ENSEMBL:ENST00000346798|ENSEMBL:ENST00000358918|ENSEMBL:ENST00000440126|ENSEMBL:ENST00000354192|ENSEMBL:ENST00000357903|ENSEMBL:ENST00000348990|ENSEMBL:ENSP00000345463|ENSEMBL:ENSP00000387483|ENSEMBL:ENSP00000284981|ENSEMBL:ENSP00000350578|ENSEMBL:ENSP00000351796|ENSEMBL:ENSP00000346129	-	physical association	reactome:R-HSA-976748	24243840
uniprotkb:P05067	ENSEMBL:ENSG00000142192|ENSEMBL:ENST00000346798|ENSEMBL:ENST00000358918|ENSEMBL:ENST00000440126|ENSEMBL:ENST00000354192|ENSEMBL:ENST00000357903|ENSEMBL:ENST00000348990|ENSEMBL:ENSP00000345463|ENSEMBL:ENSP00000387483|ENSEMBL:ENSP00000284981|ENSEMBL:ENSP00000350578|ENSEMBL:ENSP00000351796|ENSEMBL:ENSP00000346129	-	uniprotkb:P05067	ENSEMBL:ENSG00000142192|ENSEMBL:ENST00000346798|ENSEMBL:ENST00000358918|ENSEMBL:ENST00000440126|ENSEMBL:ENST00000354192|ENSEMBL:ENST00000357903|ENSEMBL:ENST00000348990|ENSEMBL:ENSP00000345463|ENSEMBL:ENSP00000387483|ENSEMBL:ENSP00000284981|ENSEMBL:ENSP00000350578|ENSEMBL:ENSP00000351796|ENSEMBL:ENSP00000346129	-	physical association	reactome:R-HSA-976748	24243840
uniprotkb:P61769	ENSEMBL:ENSG00000273686|ENSEMBL:ENST00000631573|ENSEMBL:ENST00000617605|ENSEMBL:ENST00000559916|ENSEMBL:ENST00000561424|ENSEMBL:ENST00000631728|ENSEMBL:ENST00000648006|ENSEMBL:ENSP00000481426|ENSEMBL:ENSP00000453350|ENSEMBL:ENSP00000453191|ENSEMBL:ENSP00000488321|ENSEMBL:ENSP00000488548|ENSEMBL:ENSP00000497910|ENSEMBL:ENSG00000166710	-	uniprotkb:P61769	ENSEMBL:ENSG00000273686|ENSEMBL:ENST00000631573|ENSEMBL:ENST00000617605|ENSEMBL:ENST00000559916|ENSEMBL:ENST00000561424|ENSEMBL:ENST00000631728|ENSEMBL:ENST00000648006|ENSEMBL:ENSP00000481426|ENSEMBL:ENSP00000453350|ENSEMBL:ENSP00000453191|ENSEMBL:ENSP00000488321|ENSEMBL:ENSP00000488548|ENSEMBL:ENSP00000497910|ENSEMBL:ENSG00000166710	-	physical association	reactome:R-HSA-976945	11943769|16213801
uniprotkb:Q13085	ENSEMBL:ENSG00000278540|ENSEMBL:ENSG00000275176|ENSEMBL:ENSP00000479901|ENSEMBL:ENSP00000483300|ENSEMBL:ENSP00000482269|ENSEMBL:ENSP00000478547|ENSEMBL:ENSP00000480031|ENSEMBL:ENSP00000482368|ENSEMBL:ENSP00000478577|ENSEMBL:ENSP00000483674|ENSEMBL:ENST00000619487|ENSEMBL:ENST00000613687|ENSEMBL:ENST00000614428|ENSEMBL:ENST00000621312|ENSEMBL:ENST00000612895|ENSEMBL:ENST00000617649|ENSEMBL:ENST00000611803|ENSEMBL:ENST00000616317	-	ChEBI:29035	-	-	physical association	reactome:R-HSA-8876883	24243840
uniprotkb:Q13085	ENSEMBL:ENSG00000278540|ENSEMBL:ENSG00000275176|ENSEMBL:ENSP00000479901|ENSEMBL:ENSP00000483300|ENSEMBL:ENSP00000482269|ENSEMBL:ENSP00000478547|ENSEMBL:ENSP00000480031|ENSEMBL:ENSP00000482368|ENSEMBL:ENSP00000478577|ENSEMBL:ENSP00000483674|ENSEMBL:ENST00000619487|ENSEMBL:ENST00000613687|ENSEMBL:ENST00000614428|ENSEMBL:ENST00000621312|ENSEMBL:ENST00000612895|ENSEMBL:ENST00000617649|ENSEMBL:ENST00000611803|ENSEMBL:ENST00000616317	-	uniprotkb:Q13085	ENSEMBL:ENSG00000278540|ENSEMBL:ENSG00000275176|ENSEMBL:ENSP00000479901|ENSEMBL:ENSP00000483300|ENSEMBL:ENSP00000482269|ENSEMBL:ENSP00000478547|ENSEMBL:ENSP00000480031|ENSEMBL:ENSP00000482368|ENSEMBL:ENSP00000478577|ENSEMBL:ENSP00000483674|ENSEMBL:ENST00000619487|ENSEMBL:ENST00000613687|ENSEMBL:ENST00000614428|ENSEMBL:ENST00000621312|ENSEMBL:ENST00000612895|ENSEMBL:ENST00000617649|ENSEMBL:ENST00000611803|ENSEMBL:ENST00000616317	-	physical association	reactome:R-HSA-8876883	24243840
ChEBI:29035	-	-	uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000367079|ENSEMBL:ENSP00000341044|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	physical association	reactome:R-HSA-8867341	24243840
uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000367079|ENSEMBL:ENSP00000341044|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000367079|ENSEMBL:ENSP00000341044|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	physical association	reactome:R-HSA-8867341	24243840
uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000367079|ENSEMBL:ENSP00000341044|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	ChEBI:29035	-	-	physical association	reactome:R-HSA-8876893	15060529
uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000367079|ENSEMBL:ENSP00000341044|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000367079|ENSEMBL:ENSP00000341044|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	physical association	reactome:R-HSA-8876893	15060529
uniprotkb:P31415	ENSEMBL:ENST00000368078|ENSEMBL:ENSP00000357057|ENSEMBL:ENSG00000143318	-	uniprotkb:P31415	ENSEMBL:ENST00000368078|ENSEMBL:ENSP00000357057|ENSEMBL:ENSG00000143318	-	physical association	reactome:R-HSA-2855198	24243840
uniprotkb:O14958	ENSEMBL:ENST00000261448|ENSEMBL:ENSP00000261448|ENSEMBL:ENSG00000118729	-	uniprotkb:O14958	ENSEMBL:ENST00000261448|ENSEMBL:ENSP00000261448|ENSEMBL:ENSG00000118729	-	physical association	reactome:R-HSA-2855188	24243840
uniprotkb:P47710	ENSEMBL:ENST00000507763|ENSEMBL:ENST00000246891|ENSEMBL:ENSP00000246891|ENSEMBL:ENSP00000422611|ENSEMBL:ENSG00000126545	-	uniprotkb:P47710	ENSEMBL:ENST00000507763|ENSEMBL:ENST00000246891|ENSEMBL:ENSP00000246891|ENSEMBL:ENSP00000422611|ENSEMBL:ENSG00000126545	-	physical association	reactome:R-HSA-5340146	24243840
uniprotkb:P07498	ENSEMBL:ENST00000689459|ENSEMBL:ENST00000304954|ENSEMBL:ENSP00000508633|ENSEMBL:ENSP00000304822|ENSEMBL:ENSG00000171209	-	uniprotkb:P07498	ENSEMBL:ENST00000689459|ENSEMBL:ENST00000304954|ENSEMBL:ENSP00000508633|ENSEMBL:ENSP00000304822|ENSEMBL:ENSG00000171209	-	physical association	reactome:R-HSA-5340146	24243840
uniprotkb:P01258	ENSEMBL:ENST00000331587|ENSEMBL:ENST00000469608|ENSEMBL:ENST00000396372|ENSEMBL:ENSP00000331746|ENSEMBL:ENSP00000420618|ENSEMBL:ENSP00000379657|ENSEMBL:ENSG00000110680	-	uniprotkb:P01258	ENSEMBL:ENST00000331587|ENSEMBL:ENST00000469608|ENSEMBL:ENST00000396372|ENSEMBL:ENSP00000331746|ENSEMBL:ENSP00000420618|ENSEMBL:ENSP00000379657|ENSEMBL:ENSG00000110680	-	physical association	reactome:R-HSA-976978	15459123
uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000510104|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000380584|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000692049	-	uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000510104|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000380584|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000692049	-	physical association	reactome:R-HSA-2514799	1649600|8226919|19010778
uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000510104|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000380584|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000692049	-	uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000510104|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000380584|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000692049	-	physical association	reactome:R-HSA-2514799	1649600|8226919|19010778
uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000510104|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000380584|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000692049	-	uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000510104|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000380584|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000692049	-	physical association	reactome:R-HSA-2514799	1649600|8226919|19010778
uniprotkb:P35555	ENSEMBL:ENSG00000166147|ENSEMBL:ENSP00000325527|ENSEMBL:ENST00000316623	-	uniprotkb:P35555	ENSEMBL:ENSG00000166147|ENSEMBL:ENSP00000325527|ENSEMBL:ENST00000316623	-	physical association	reactome:R-HSA-2514812	10229672|21784848|10229672
uniprotkb:P35555	ENSEMBL:ENSG00000166147|ENSEMBL:ENSP00000325527|ENSEMBL:ENST00000316623	-	uniprotkb:P35555	ENSEMBL:ENSG00000166147|ENSEMBL:ENSP00000325527|ENSEMBL:ENST00000316623	-	physical association	reactome:R-HSA-2514812	10229672|21784848|10229672
uniprotkb:P35556	ENSEMBL:ENST00000262464|ENSEMBL:ENSP00000262464|ENSEMBL:ENSG00000138829	-	uniprotkb:P35556	ENSEMBL:ENST00000262464|ENSEMBL:ENSP00000262464|ENSEMBL:ENSG00000138829	-	physical association	reactome:R-HSA-2514779	24243840
uniprotkb:P35556	ENSEMBL:ENST00000262464|ENSEMBL:ENSP00000262464|ENSEMBL:ENSG00000138829	-	uniprotkb:P35556	ENSEMBL:ENST00000262464|ENSEMBL:ENSP00000262464|ENSEMBL:ENSG00000138829	-	physical association	reactome:R-HSA-2514779	24243840
uniprotkb:Q75N90	ENSEMBL:ENST00000600128|ENSEMBL:ENST00000270509|ENSEMBL:ENST00000601739|ENSEMBL:ENSP00000470498|ENSEMBL:ENSP00000270509|ENSEMBL:ENSP00000472324|ENSEMBL:ENSG00000142449	-	uniprotkb:Q75N90	ENSEMBL:ENST00000600128|ENSEMBL:ENST00000270509|ENSEMBL:ENST00000601739|ENSEMBL:ENSP00000470498|ENSEMBL:ENSP00000270509|ENSEMBL:ENSP00000472324|ENSEMBL:ENSG00000142449	-	physical association	reactome:R-HSA-2514789	24243840
uniprotkb:Q75N90	ENSEMBL:ENST00000600128|ENSEMBL:ENST00000270509|ENSEMBL:ENST00000601739|ENSEMBL:ENSP00000470498|ENSEMBL:ENSP00000270509|ENSEMBL:ENSP00000472324|ENSEMBL:ENSG00000142449	-	uniprotkb:Q75N90	ENSEMBL:ENST00000600128|ENSEMBL:ENST00000270509|ENSEMBL:ENST00000601739|ENSEMBL:ENSP00000470498|ENSEMBL:ENSP00000270509|ENSEMBL:ENSP00000472324|ENSEMBL:ENSG00000142449	-	physical association	reactome:R-HSA-2514789	24243840
uniprotkb:P02751	ENSEMBL:ENSG00000115414|ENSEMBL:ENST00000432072|ENSEMBL:ENST00000446046|ENSEMBL:ENST00000443816|ENSEMBL:ENST00000359671|ENSEMBL:ENST00000356005|ENSEMBL:ENST00000354785|ENSEMBL:ENST00000426059|ENSEMBL:ENST00000357867|ENSEMBL:ENST00000421182|ENSEMBL:ENST00000323926|ENSEMBL:ENST00000336916|ENSEMBL:ENSP00000394423|ENSEMBL:ENSP00000399538|ENSEMBL:ENSP00000398907|ENSEMBL:ENSP00000415018|ENSEMBL:ENSP00000348285|ENSEMBL:ENSP00000323534|ENSEMBL:ENSP00000410422|ENSEMBL:ENSP00000338200|ENSEMBL:ENSP00000346839|ENSEMBL:ENSP00000352696|ENSEMBL:ENSP00000350534	-	uniprotkb:P02751	ENSEMBL:ENSG00000115414|ENSEMBL:ENST00000432072|ENSEMBL:ENST00000446046|ENSEMBL:ENST00000443816|ENSEMBL:ENST00000359671|ENSEMBL:ENST00000356005|ENSEMBL:ENST00000354785|ENSEMBL:ENST00000426059|ENSEMBL:ENST00000357867|ENSEMBL:ENST00000421182|ENSEMBL:ENST00000323926|ENSEMBL:ENST00000336916|ENSEMBL:ENSP00000394423|ENSEMBL:ENSP00000399538|ENSEMBL:ENSP00000398907|ENSEMBL:ENSP00000415018|ENSEMBL:ENSP00000348285|ENSEMBL:ENSP00000323534|ENSEMBL:ENSP00000410422|ENSEMBL:ENSP00000338200|ENSEMBL:ENSP00000346839|ENSEMBL:ENSP00000352696|ENSEMBL:ENSP00000350534	-	physical association	reactome:R-HSA-3787944	19714641
uniprotkb:P02751	ENSEMBL:ENSG00000115414|ENSEMBL:ENST00000432072|ENSEMBL:ENST00000446046|ENSEMBL:ENST00000443816|ENSEMBL:ENST00000359671|ENSEMBL:ENST00000356005|ENSEMBL:ENST00000354785|ENSEMBL:ENST00000426059|ENSEMBL:ENST00000357867|ENSEMBL:ENST00000421182|ENSEMBL:ENST00000323926|ENSEMBL:ENST00000336916|ENSEMBL:ENSP00000394423|ENSEMBL:ENSP00000399538|ENSEMBL:ENSP00000398907|ENSEMBL:ENSP00000415018|ENSEMBL:ENSP00000348285|ENSEMBL:ENSP00000323534|ENSEMBL:ENSP00000410422|ENSEMBL:ENSP00000338200|ENSEMBL:ENSP00000346839|ENSEMBL:ENSP00000352696|ENSEMBL:ENSP00000350534	-	uniprotkb:P02751	ENSEMBL:ENSG00000115414|ENSEMBL:ENST00000432072|ENSEMBL:ENST00000446046|ENSEMBL:ENST00000443816|ENSEMBL:ENST00000359671|ENSEMBL:ENST00000356005|ENSEMBL:ENST00000354785|ENSEMBL:ENST00000426059|ENSEMBL:ENST00000357867|ENSEMBL:ENST00000421182|ENSEMBL:ENST00000323926|ENSEMBL:ENST00000336916|ENSEMBL:ENSP00000394423|ENSEMBL:ENSP00000399538|ENSEMBL:ENSP00000398907|ENSEMBL:ENSP00000415018|ENSEMBL:ENSP00000348285|ENSEMBL:ENSP00000323534|ENSEMBL:ENSP00000410422|ENSEMBL:ENSP00000338200|ENSEMBL:ENSP00000346839|ENSEMBL:ENSP00000352696|ENSEMBL:ENSP00000350534	-	physical association	reactome:R-HSA-3787944	19714641
uniprotkb:P02751	ENSEMBL:ENSG00000115414|ENSEMBL:ENST00000432072|ENSEMBL:ENST00000446046|ENSEMBL:ENST00000443816|ENSEMBL:ENST00000359671|ENSEMBL:ENST00000356005|ENSEMBL:ENST00000354785|ENSEMBL:ENST00000426059|ENSEMBL:ENST00000357867|ENSEMBL:ENST00000421182|ENSEMBL:ENST00000323926|ENSEMBL:ENST00000336916|ENSEMBL:ENSP00000394423|ENSEMBL:ENSP00000399538|ENSEMBL:ENSP00000398907|ENSEMBL:ENSP00000415018|ENSEMBL:ENSP00000348285|ENSEMBL:ENSP00000323534|ENSEMBL:ENSP00000410422|ENSEMBL:ENSP00000338200|ENSEMBL:ENSP00000346839|ENSEMBL:ENSP00000352696|ENSEMBL:ENSP00000350534	-	uniprotkb:P02751	ENSEMBL:ENSG00000115414|ENSEMBL:ENST00000432072|ENSEMBL:ENST00000446046|ENSEMBL:ENST00000443816|ENSEMBL:ENST00000359671|ENSEMBL:ENST00000356005|ENSEMBL:ENST00000354785|ENSEMBL:ENST00000426059|ENSEMBL:ENST00000357867|ENSEMBL:ENST00000421182|ENSEMBL:ENST00000323926|ENSEMBL:ENST00000336916|ENSEMBL:ENSP00000394423|ENSEMBL:ENSP00000399538|ENSEMBL:ENSP00000398907|ENSEMBL:ENSP00000415018|ENSEMBL:ENSP00000348285|ENSEMBL:ENSP00000323534|ENSEMBL:ENSP00000410422|ENSEMBL:ENSP00000338200|ENSEMBL:ENSP00000346839|ENSEMBL:ENSP00000352696|ENSEMBL:ENSP00000350534	-	physical association	reactome:R-HSA-3787944	19714641
uniprotkb:P02751	ENSEMBL:ENSG00000115414|ENSEMBL:ENST00000432072|ENSEMBL:ENST00000446046|ENSEMBL:ENST00000443816|ENSEMBL:ENST00000359671|ENSEMBL:ENST00000356005|ENSEMBL:ENST00000354785|ENSEMBL:ENST00000426059|ENSEMBL:ENST00000357867|ENSEMBL:ENST00000421182|ENSEMBL:ENST00000323926|ENSEMBL:ENST00000336916|ENSEMBL:ENSP00000394423|ENSEMBL:ENSP00000399538|ENSEMBL:ENSP00000398907|ENSEMBL:ENSP00000415018|ENSEMBL:ENSP00000348285|ENSEMBL:ENSP00000323534|ENSEMBL:ENSP00000410422|ENSEMBL:ENSP00000338200|ENSEMBL:ENSP00000346839|ENSEMBL:ENSP00000352696|ENSEMBL:ENSP00000350534	-	uniprotkb:P02751	ENSEMBL:ENSG00000115414|ENSEMBL:ENST00000432072|ENSEMBL:ENST00000446046|ENSEMBL:ENST00000443816|ENSEMBL:ENST00000359671|ENSEMBL:ENST00000356005|ENSEMBL:ENST00000354785|ENSEMBL:ENST00000426059|ENSEMBL:ENST00000357867|ENSEMBL:ENST00000421182|ENSEMBL:ENST00000323926|ENSEMBL:ENST00000336916|ENSEMBL:ENSP00000394423|ENSEMBL:ENSP00000399538|ENSEMBL:ENSP00000398907|ENSEMBL:ENSP00000415018|ENSEMBL:ENSP00000348285|ENSEMBL:ENSP00000323534|ENSEMBL:ENSP00000410422|ENSEMBL:ENSP00000338200|ENSEMBL:ENSP00000346839|ENSEMBL:ENSP00000352696|ENSEMBL:ENSP00000350534	-	physical association	reactome:R-HSA-2533900	7075587|21985969|22159414|7547873|10809722|16825321|9115292|9065415
